target,text
4,@kalunlee the chicken suit whiskerbear was a custom jobby for a dude who always took photos in a chicken suit. ...Takes all kinds. 
0,Fuck a mall. Bumming it out @ emilys house 
4,@davidarchie me too! Its out now  the little boy looks so cute!
4,@HOTTVampChick  thanks I am trying  to build some more confidence with it 
4,Just got back from a walk with my boyfriend   It was a lovely evening.  I don't know what my lips are doing... http://tinyurl.com/l45mww
4,@SNCLC excellent 
0,website is down - domain.com put a big downer in the day 
4,"Goodnight to all!  Tomorrow will be a great day. Always is. @pshbrittx3 What's wrong? Text me. I love my new shoes, too. &lt;3 Fly with me!"
4,playing Crazykart... and want to meet Miley in Personal 
0,@thedevilslair Why not?  Too busy? Boys too boring?  Gay?  Sad 
0,@manikandakumar Yes. Mine too is crashing often. My home directory is full of core dumps 
0,still no inell update  going to bed then.
0,Food done. Tasted bad 
4,@sterlingknight2 lol we'll see 
0,I wish i was that dude 
4,@SuzyDaFloozy LOL at twat ... never doubt my English again LOL - I who don't speak it 
4,Goodmorning! 
0,he left....it becomes quite boring 
0,@LungiZuma the direct message you sent me about your car yesterday just came through now.. 
0,i want that pair of flats. from UO. 
0,Headed off to bed.  My ear hurts. 
0,@gorgeousindeed  LOLOL they are gonna stay that way. the sperm is grade A.
4,"Loved hanging out with Adam, eating sushi &amp; mispronouncing 'wasabi'. "
0,@Glinner Jealous...can't get a decent pickled onion in Canada for love nor money 
0,"@styrch awwwe  mine grow pretty well, I just play with them wayy too much"
0,@lluviav My phone just stopped allowing me to send texts. it keeps failing! 
4,HANNAH MONTANA MOVIE TODAY 
4,"@JillSorenson Oh, good!  It's not just me. "
0,still working 
4,@lawruhx i honestly cant wait for him to call you down 
4,@ElJefe_GM That's the plan 
0,+ rollerblading = disaster. My spine is in so much pain from falling on my butt 
4,Good day to you all and hello (smiles) to all my new lovely followers... how y'all doing today? 
4,@juris_12161 good. we need more positive vibes in this world 
4,@Nowhere2Hide No Problem 
0,Just got out of bed. Not looking forward to the Dentist 
0,Haha. Almost. He was just about to come over when his parents changed their minds. 
0,i have to write a boring geography essay for school 
4,@willtompsett very gentle hugging 
0,science so difficult !! 
4,"@stephaniepratt Also, I know u love ur bro, but u gotta admit, they both  exaggerate the heck out of things. By the way, u rock! "
0,boring... nothing to do now!!! 
0,@jasmineOH lucky you  I've been studying for like 4 hours now 
0,@zilaya ... to breathe like on some kinda tube and mcm.. Kurusssssssssssss. Ahhh kesiannnn Jill. 
4,"Doing the deeds with the friends and watching people going through so much is hard.  Must guide, help and get them through.  "
4,FF recommendations part II @gandhineha @fruitsofgaia (welcome  @LuisViadel @wutannage @Arjunananda @therealsecret @jaimaa @hawkdd
4,is cuter than a cupcake 
0,Running to Walmart for groceries and to buy a cable I already own twice 
4,I am up and around at a &quot;godawful hour&quot; -- so say some peops. Lol. 
0,just randomly got VERY itchy 
4,"@thetennistimes if u want,i can also cover Madrid or Paris for you if you haven't found somebody for that already "
0,I have a flat tire 
4,today is a good day. it started out with my daddy making me coffee &quot;pappy-style&quot; 
0,@starbright31 took me awhile but found it.  poor nick.
4,@Andrewgoldstein I loveeeeeee the new album! I can't wait to officially have it 
4,No work for two days 
4,Can't wait for tomorrow 
4,"@_charisa_ need to go, i'm so sorry, need to do my everyday exercise, BaSkEtBaLl "
4,On our way to a skating party with the family! I think TJ will enjoy playing with his cousins 
0,wow i am so tired this morning its unbelievable... having ebay problems though 
4,@JackieKessler   it won't stop me from being healthy. I'll just take it easier at the gym.  
0,Giving credit where due: our tax office was pretty helpful and efficient today. I filed with ease but am poorer too  Donations welcome.
4,"Eatin sloppy joes...oh yes, they are sloppy "
0,home from work today. missing the kids' graduation  fever seems to be gone though. thank God.
4,@genevability http://twitpic.com/7ilm8 - You guys should be nominated for Cutest Couple Ever 
0,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room "
4,"@sarahprout yes its a great idea,  and we might get a few more Aussies on board too "
4,I i i i i i i i i i i i i i i lol  &lt;+*throughGod*+&gt;
0,chances are &quot;He is just not that into you&quot; 
0,@BBManik cheer me up homieee....  how was today?! this is your year u know!
4,Feeling every stroke of the driveway brush in my lower back this morning. But the driveway looks fab!  Any1 know a good masseuse/masseur?
0,Fell asleep on the couch kinda....doesn't feel like I slept at all 
4,I want my boyfriend to delete his twitter page  by going to settings
4,Going to get another drink and then do some more revision. Might have a BBQ later on 
0,Headaches r no fun .... 
0,"stuck at home, my mom is forcing me to stay here "
4,@VampiraValo No problem! Glad our answers helped. 
0,@tweetdeck i cant favourite any of my tweets? 
0,"MY computer room always gets really hot just after dinner, and it stays like that until I go to bed. "
0,"i'm bummed. i wanted to eat FREE food. LOL Okay, now i'm trying to decide what fun thing we can do for tomorrow! I wanna go to LB "
0,@brieenuutbutter dude. that's depressing.  he'll be missed. without a doubt.
4,@SugarPlumKelly Cider House Rules was AWESOME. 
0,I going to get a chicken sandwich and go be sick at my mama's house. 
4,@Funnyguyls really?  sounds hott. I am down. ha ha no but for real. my bangs could use a touch of logan.
0,@lucy_lilly Why? What are you talking about lol? Leave my picture alone! 
0,I wanna bang my head on the wall so much after watching british gp. 
0,"I'm finally done making the front cover of Stallion issue 1. Now, I have to do the back cover. "
0,"oh no i think I should've had a nap, my eyes are seriously droopy now "
0,I wanna go home 
0,"I would like to go see @nickjonas and @kevinjonas and yunno, the other one but did not get tickets "
0,i hate when my cell phone decides to be a jerk. not getting any of my text messages  help me fix it!
4,@BeccaJoyBower im ryan i like to travel 
4,@rustylvnv buffalo wild wings. It's kinda like a Hooters without the hooters 
0,no. susan boyle should've won. this is wrong. DIVERSITY YOU SUCK. KISS MY SASS. susan should've won... 
4,"@taylorswift13 http://twitpic.com/6g8k2 - You're amazing, extremely talented and extremly beatiful  Love you xx"
4,"2 new photos from the shoot in the studio, check it out http://bit.ly/esJ65 please make a comment  Goodnight!"
4,"@TJ_Black Have been following The Jack Black Diet, it really works "
0,I don't like it when Max grows up in George Lopez. He gets less cute 
0,"@FrankRamblings and I CAN listen to them on Itunes, so it's not a corrupted file problem "
4,Yay Kiefer Sutherland. 
4,@KatMcGraw awww thank you 
0,@floatr don't hurt me anymore. I am but a child 
0,"off to Bolton today, gonna miss my man and my kids  3 hours sitting on a train in this heat!!! Ipod touch and Led Zeppelin me thinks!"
4,woofwednesday 
4,@johndpyle it was great meeting you and Sally Ann too! Hope you had a great last evening on the beach 
0,Where did Tom's tick go? 
4,@jtemplon Thx. I fixed it. 
4,@dose_espresso Damn you... Can't get the taste of that Ethiopian espresso and rich cherry flavours out of my head... 
0,I hate it when my firewall gets spazzy 
4,"@SunKissd its been hittin me with those for years, you just gotta mash the buttons real hard on the joystick to counter "
4,@ddlovato http://twitpic.com/2cfqc - Hey you are cute... but I see so much more 
4,@neecyfbaby  thx neece!
4,haha- hey syd mine is candidcamer. yep going out of town  miss yal and check email!
4,@Jonasbrothers Your webchat was aaamazing  Morgan this is yur father..hilariouss. i wouldve answered 
0,"Needs to practice his cardistry but doesnt have the time, for shame "
0,boring.. home alone. Don't know what to do  any idea??!
0,S just asked me to go in to the garden so she 'could have some peace'! I know when i'm nor wanted 
0,has accidentally said 'no' to someone adding me as a friend of Facebook. If you know who it was get them to add me again. My Bad. 
4,might not be going school tomorow 
4,@ryantaylor LOL.. the cops are going to come knocking on your door for that little joke. 
0,"Damn, my Brother 340CW printer is busted, either the head is knackered or two of the ink feeder tubes are blocked. Either way not fixable "
4,@CrunchyCarpets - That sucks. Seriously. Which is why the Vancouver BlogHer meetup will be cool - a good way to meet people ahead of time 
4,Just finished my fic untitled...a bit sad but yet happy cause I get to start a sequel 
4,@kirsttmcfly Lmao. as if mcfly would really calm you down  haha i think it would hype you up  x
4,TWO DAYS until The Saturdays; can't wait to see Pixie Lott!! Also  http://bit.ly/tUOXB VOTE TOM!!! 
4,didn't like chow mein so I gave it 2 my bro lol am goin 2 the ZONE again so am gunna get somethin 2 eat there!! 
0,Is playing a good old game of bingo but not won jack yet 
4,@Magnetoboldtoo come over to my place and you can have smurf bread 
0,wow does Monday morning come way to fast when your enjoying the weekend 
0,I just threw up  I think it's time to catch up on some much needed zzzzzzzzzzzzzzzzs!
4,@TomMaxwell Hahaha.  Just enjoy your friends there and try to collect new knowledge if possible xD
4,@SteveDown 
4,is listening to Gail and the kids in their violin lesson this morning. 
0,Everyone in my family is sick. I think weising and me passed the flu to everyone     Alden vomitted too. omgomg.
4,@the_meghatron Duly noted. 
4,I HATE being SICK!!!!!!! &gt; 11 days until my birthday 
4,@WiscMAG who said instead of?! I'm walking! 
0,two more days in Bangkok 
0,@DavidArchie LOL. sucks for people who drive.  
4,@acehendrixxx definitely told me you were gunna tweet this 
0,"off schoold today, dont feel too good tbh  rather bored thow lol's"
0,I can has Cheezburger cat died yesterday....  .... Here's the link http://bit.ly/kFoP7
4,"@meghannian ::leans in to nibble:: really, what is that delish smell? Jealous! "
4,Yayy i get to flip the page on my camp rock calender! 
0,@TheEllenShow Ms. Ellen? Is it REALLY YOU? :-O [I'm Sorry  ]
0,Really? Rove? This is why I don't watch tv  #Logies
0,going to graduation. too early 
0,@hirjul I am studying too.... my life is becoming a chain of exams 
0,Jus cuz were not from LA doesn't mean we don't wanna be welcomed &amp; join either  u can jus tell us u don't like us cuz were not from th ...
4,made my updates unprotected dunno why but i did 
4," cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/"
0,twitter translated a hard rock radio ogg stream into a stupid ping.fm tiny url 
4,The show tonight was incredible. We had so much fun. Thank you to everyone who came out  WE LOVE HONOR SOCIETY!
0,Sims 3 is utterly expeinive to get on my ITouch and iphone  Not paying 13.00 AUD sorry EA games bring the price download to 4-6AUD
4,"@Shingo42 Vai ficar bem legal, Shingo. "
4,@dannywood Relay4Life is tom. night here. I am walking. Got a luminary in memory of your mom. Great cause &amp; lots of fun. 
0,@that_kelly_girl I wish bb 
4,my little man just lost a tooth - guess the Tooth Fairy will visit tonight 
4,"couple more brags, then, outside!! my friend leah juarez &amp; equesse magazine... www.equesse.net  peace n luv y'all, ttnpc"
0,Hubby just came up with the sickest tattoo idea-for himself  but yeah! We're going to put deposit on time slot tomorrow!!!!
4,@lizzy1e woah! That's pretty amazing. I take it the weather always gorgeous over there then?  and I'm great thanks! x
0,"oh no, i think i lost my voice "
0,stupid twitter. won't let me upload a pitter 
4,"i got this good vibe , cause you know what ? its all goood "
0,@paigexlovesxyou is an amazing  person and i miss her 
0,Hangover tips would be greatly appreciated people! It's not shifting at all 
0,"Sorry guys, my computer keys are a little sticky this evening  "
4,@Gabesmom The creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &amp; @bergus would LOVE to see yr dogs!
4,going to sleeeeeeppp  work tomooorrrroow from 10 to 4 :/
0,"@gypsytrading Northwestern Arkansas, which is rapidly becoming a swamp land after this soggy winter and spring.  "
4,Obsessing over Perfect World International... 
0,It's snowing in April? I'll never get to go out and run around 
4,"Baking list; Cinabuns-check, foccacia -check, mincemeat pie -next. Have to make a couple of veggie salads for guests today too. "
0,Nadal out of Wimbledon 
0,"i've never been a fan of straightening my hair, today i tryed and failed and have the frizzyest hair eva "
4,@missphenom I wish I had a fashion column! Check out @rachelcothran's http://www.projectbeltway.com for all things DC fashion! 
4,@billycoy the UI is different  hehe..
0,Brothers and Sisters Finale 
0,i hate nightmares 
0,I can't sleep  what can I do..??
0,my aunt's in the hospital. 
4,"Drats, I have no idea @neosolrkstr...mine was Kenny Lattimore, 'For You.'  @neosolrkstr"
4,"Thanks to everybody for the wonderful birthday wishes. great afternoon designing w/ @moSmiley! (yes, that's a great b'day), now to dinner "
0,We got kicked out of the press area 
0,@emzsy I've come down with something. Had to come home from work.  feel shit. xox
0,"Lunch coming up, going to have tuna. Push-up reps after that, then maybe crunches. Out of protein powder. "
0,Major Headache ...brain feels swollen 
0,@ZenjiHealth Nice 
4,Cradle of filth sydney was insane. got a photo with dani filth the night before. 
4,MY LAPTOP ARRIVED!  Which means I'm finally capable of all those videos I've been plotting for the last year.
4,"since i can`t find a shared CSS linker, i made my own FS app!! my FS proffy works perfectly now "
0,Mum just told me about how her friend's son OD'd and died the other day.....WHY IS THIS RELEVANT 
0,I do but this was a I don't want to sit next to him moment and not a your team moment. I scare away women... 
4,can already tell its a good day  lets take it one step at a time
4,@vintagechick that's good to hear  i'm glad everything's okay again.
0,Shout outs to my girl @Neeza1srry I came to ur crib late to celebrate ur bday. Thanks fa not saving me no chow mein 
0,"listening don't stop moving, aww i miss sclub 7 "
4,talking to my brotherrrr  he's awesome!!! lol
4,"@slkdjfod thank you!  I wish I knew how to twitpic, but you can check ou the pics on Facebook "
4,car shopping 
0,"ow, my thumb hurts.  and I almost walked over a bum sleeping on the ground ("
4,"@abhorrentbm I still enjoyed the fight, nonetheless!  @theblckgrl Let me know when you plan the ass kicking.  I want to film it!  "
0,Can't seem to log in back to yahoo messanger 
0,well im sitting in my chair again.... doin my stupid english assignment!!!!!! 
4,@sorcha69 It really is! I have a bowl of candy (that I myself can't even eat actually. ha.) on my desk. They will break eventually 
0,@BD_24 lol and I'm stuffed!!! Wish I hadn't eatin all that now 
4,back inside keynote. prepping for production meeting. lovely venue renders done 
4,"@ArteWorks_SEO You are not abused at all &amp; I'm confident @SEOcopy @burnsie_seo and @ecombuffet hare hip to your jive, bay*be "
4,@melmilletics  what's 1st &amp; 2nd? 
4,@ishurrdid i &lt;3 u. thanks again for taking lunch w/ me 
0,"There's a party tonight, but I have am exam tomorrow  fml"
4,@RubyFlynn yeaaaahhh deffas hahaha  
4, &quot;I know you hungry so lets go outside on the balcony so you can eat&quot;....
0,Beautiful Sunday morning and I'm going up to NorCal for the night 
0,no idea wtf to do tonight 
4,Lunch time...yummy  1st day without my boot...trying to see if i make it through the day
4,"Hi everyone, long weekend here in Aus. been partying the last 2 days...neeeded a break from all the stress  Night x"
0,arghhh im tired  i dont wanna do my assignment. im in such a bad mood
0,"@CynthiaY29 No - I did &quot;get back on the horse&quot; a couple of times after the fall, but had lost all confidence. Haven't ridden for 5 years "
0,Passing out at work 
0,is now officially jobless  
4,"@LittleCoquette thanx...yea i love those type of movies, good lookin out "
0,"@nikkibender im so poor. Decided im getting a bikni anyway, i like this Jets one, it will be like $200 all up though. Sooo poor "
0,"Fuck, my vaio crashed "
0,@heyitsmm when do classes start?  Please tell me sa 8.
0,  Just found a bone in my chicken nugget    Not cool
4,Today is going to be a great day 
4,"@bemaia Hehe, I know. I just wanted to get in early! "
0,"Went out for dinner and had sushi then went late-night shopping while looking for a good coffee store, clothes were boring and no coffee "
0,help me how to cure canker sores 
4,We have visitors over from Sacramento. 
0,awww being in the old house alone is so sad 
4,@shanselman Awesome! Shame it says &quot;MAME&quot; and not &quot;Hanselcade&quot; though  #hanselcade
4,"@electricrocks You got an amen from me, Kenny "
4,"@jenkellytisdale gotta ask, do you have facebook? either fan page or normal?  xo"
4,@girl_from_oz aweesome hope you win it then  the weather is great LOL
0,Thunder and lightening well bad here 
0,"How is this MFer gonna kill her on her honeymoon? Look, you don't like me, don't date me. Leave me alone, don't marry me and then off me. "
4,cant wait to sleep in on friday 
4,Heading to Toronto. Happy Mothers day 
0,Fuck I need sleep 
0,well paisley has one of those cone things around her head...SO funny but I feel bad for her 
4,@raymondromero that's about all i got 
4,"@snarkattack Ooh, you're near me! Pop in for a cuppa.  "
4,10 month old daughter playing peekaboo with me. 
0,arae aq ash and gina left  charmaine and erin are in PG  ari is wit her mom  i think this means its time to go home....
0,@DubarryMcfly oh no and am upstairs about to go for a bath  loceyoufletch xxxx
0,@channilein It didn't start as a long message ... It just got longer when I wrote it 
0,"@Maso210 well, i want to come in late June, but i've heard that you might be in Portsmouth already  Is it true???"
4,thats me done for the night  home n bed i thinks im shattered
0,my babeee today alright!  i miss her so muuuch. 
0,@ddlovato @David_Henrie ummmmm i cant find it. 
4,? ? ? Okay guys..I'm not going to have time to do my FF during the day tomorrow..so i'm doing it now..check my lists and follow my folks! 
0,Shattered after a day of walking 
0,"@rocketman528 I'm bored so I'll sing it for ya, &quot;rocketmaaaan burnin' by the streets I've everrr knoooown&quot; I never knew the exact lyrics! "
0,"@NatalieDFrost oh my gods ms nat, no it is not  but it's halfway there. i spent about 5.5 hours today doing homeowrk. BLAH."
4,Starting of the morning right working on contracts...why can't everybody just give me what i want the way i say i wante it 
4,Any idea how you submit sites to the Wolfram Alpha search thing or does it not work like that? Note that I've done zero research into it 
4,You belong with me by Taylor Swift. How come I don't know about this awesome song?  Slacking off now.
4,@jr_King . . Just wanted to say What's up to a new friend 
4,Watching my brother and sister for a few hours this morning. I should start getting up and doing things early again. Happy Winter too 
0,WinterBoard is not working on 3.0 yet.  I want my themes!
0,@swtspicedsugar faery pixels 
0,"If I didn't have Josh moving in here, I would let  You move in wit me and help you out! Hate to see you go!  B[dub]tm[TRUST]"
4,@Names_Alix ....i love you 
4,@elsieenchanted You should do a parody of someone/something or whatever 
4,@dance_angel Awww I love those as well an pinochio as well 
0,@churchpunkmom We've got a pool still boxed up because I need to level a suitable patch of ground before we can set it up. 
4,@bbcomebck2me Stephie I miss you. 
4,@ficklampa hey dude - hopefully going be in stockholm 2nd july - 5th july 
4,@FollowLucas &quot;the rest of your life is a long time and the rest of your life starts right now!!!&quot;   
4,@tommcfly Forgive babelfish!  2 votes
0,in tourism  going home in half an hour
4,@eduardtee few days... optimist 
4,http://bit.ly/4oZWTH   then go to this one  much better
0,@mr_foto owh alritey... to bad for the rest of us then. 
4,it's good to have a lie in  cant wait for party tonight
0,"bachlorette party was fun, couldn't make it to suede, my partners in crime bailed  instead chilled @ home with my fam"
4,@micknsk I'm great thanks Marcel. Just chilling! 
0,our kitchen smells like sebastian from the little mermaid just died in it 
0,dice my bibo is sick  http://plurk.com/p/xligw
0,"Today!!... Lines, Vines and Trying Times!! but I still do not have one.  I have to buy! jeje"
4,"@camphalfblood read it, LOVED it, and am looking forward to read Catching Fire now. "
0,@Reema226 Yeah read that  I am afraid all you @fraands are going to disown me very soon 
0,just getting back from a rehearsal! our favorite gym @home in CT closed  now we need to find a new one... hm we're thinking LA Fitness?!?
4,Updating my new twitter account!  but my omputer i takin forever to load... grrr
4,@Schantzman87 Okay thank you 
0,@sungangs what are the dates again? i totally forget but ugh i wish i could too.. i really want to work something out but idk 
4,http://twitpic.com/4e5n5 - This is how a &quot;angie'shake&quot; looks like. This milkshake is delicious and UNIQUE!  @angieborrego's original 
0,@c0decafe It's always a Thursday! 
4,@Sandyleigh22680 I really miss you! A Major Bitch is damn straight. 
0,"@blurked this is very true, it's kind of fun though.  soooooooo im still bored "
4,Good Morning Twitterville  Happy Mother's Day
0,damn its hard 
4,"Back in Sydney. *Hugs*, Everyone "
4,I want starbucks 
0,@karla_deras love your purchases! specially the jacket  It's a pity that here where I live we haven't got topshop 
0,@NuclearDesire no I have not yet 
4,@shaktijs i love the ankhahee song  ..its is addictive!
0,"cuddling up with tons of water, a lake blanket and mindless novel. Feel sooo bad "
4,@SSBxoxo the waffles were your cure? I see you know the ancient texts 
0,i still DON'T have the internet @ home  FUCK
0,@rebeccaaaaaaa ahh your so lucky your going to 2  the one im going to i got floor seats? soo im excited lol
4,@rachelkosterski i loovee that songg(L) its my favouriteee 
0,"Right back to work, customers wait for noone.. just read the first email, and huh ? haven't got a clue.. not a goed start.. "
4,I would like to stand under @fashawn while he raps again. I don't say that for many 
4,@Lyriciss @JSHINE25 @TriedandTruth -- FOLLOW ME. 
4,Yee haw.  ? http://blip.fm/~4olcn
4,I really do want to get together with everybody to play kickball. 
0,My arm is still throbbing it feels like its about 2 blow up sorry 4 the pic no shows Twitter was tripping n wouldn't let me send pics 
4,@jlamshed  ur so Bob 
4,"went to bed very late, was watch hannah montana movie  im so sodding hungry"
4,"@AlexanderRybak he should come to germany for a concert.maybe in Bremen, i´m sure that @zweiohrkueken might have a surprise for alex "
4,@YoungQ  Awww...Just missed ya!  Have a great day!  
4,"@Prusynski - wait, you're on twitter now? I thought it was &quot;too self-centered&quot; for ya. Hehe! Welcome to another internet addiction, sis. "
0,@aplusk OK.. I have an exam after 6 hours and I didn't finish studding yet 
0,"Just got off work, my feet hurt. "
4,"Lo Que Soy - Demi Lovato (aka Nighthawk or Lemi Dovato) this song is so beautiful, especially in Spanish "
4,"@madius Good Luck Hun, you will do fine, I can't wait to hear the final version, all hard work and stress will pay off for you  I love you"
4,"@RANDOMperson233 Hey, it's been a while. How are you? "
0,my car id poorly 
4,yay people are using the email address 
4,Hello My fellow Tweeps! It's Saturday and I have an effin Migrain!! =[ &quot; I Hope i didn't brain my damage&quot;- Homer Simpson 
4,Abbey's new fav thing   http://twitpic.com/7gk90
4,"If you are on Facebook, please add me  http://bit.ly/38QOq"
4,Happy 50th Birthday Morrissey! Keep your eyes on Gigwise for plenty of Mozza celebrations today 
4,Viral Garden in the House..!  @mackcollier  #hcsm
4,@realleehc 저�?� 그 노래 좋아요 
0,and now i'm sooooo missed my dad ! wanna have much time with u 
0,"morning  erughhh school which i hate so much , also its my bestfriend's birthday soo you know."
4,"We're off to Brum shortly....... light lunch, wander round and dinner later "
4,Hello I'm Tyler Durden and I like young boys. Very young boys!!  Yummy! #berkshire
4,@christopherbieg GO FOR IT!!! Singapore's great! 
0,nose bleed + throwing up = ill me 
0,I had 2 very busy days  I'm missing a lot!!
0,tomorrow is my last day with jaime 
0,@ilavaurface SARCASM is something that hurts people.. 
4,thanx Nat for the visit you made my day 
0,Hubby is gone on business for the next 5 days.   JP is napping.  What should I do?
0,Just made my revision list. 
4,PS3 conference was alright 
0,Is at work...on a sunday 
4,"vote for @shelbyraee_  for senior class pres., i am!"
4,@jordanknight Ha!! Tell on him Jordan!! Probably hard to unwind after a show! 
0,"danm Im tired, I hate mondays "
0,"@Sprucehillfarm @paccadoodle very sad, and i was completely surprised! @paccadoodle, sorry it got spoiled for you.  twitter does do that."
4,ok that is a simple smoke generator ... but works and mae a spot relly more interesting . 
0,Awww I hate when I make my sister mad at me 
4,i.dont.do.drama.... Gina V -  Drama free since 1985! 
4,"I'm going soon, it's like 1am here hmmm... "
4,@aholmer get your butt here right now! haha jaleesa and I bought fruit from the farmers market 
0,@Impala_Guy Problems with your dad - sorry to hear that ...i really hope nothing worse  ?! Bye Bye my cowboy!
4,@upstatement can I apply to be in your class too? 
4,"school ends friday, how exciting.!  but this also means i'll be spending a lot more time with my family. ewh. :/"
0,Why did I have to be woken up so early?  There'll be murder.
0,nooooooooooo. i think my other PC has a virus!  or more. but i cant tell coz 1 anti-viral thing says there are no threats but the other...
4,Lmao @id10t2u i sleep in them sometimes 
0,"Man, I can't believe I'm still in Bama. I had some bad luck today. And @annaresa left me "
0,@AlmostEmily it'll take up to 2 weeks to find out. I doubt I will if they hire an indian that they can slave away for hours and hours 
0,the weather messed up my sunday 
4,"@jellismate If I were a celebrity at the awards, you would have had a 6th!!!!! "
4,@mmarker06 LOL!  You are unintentionally putting me in a good mood this morning.  Thx!  
0,"@DivineDavy hmm, but then im probably sleeping "
4,was advised (by a canadian) to watch &quot;american gangster&quot; and to take notes--- stellar business plan. will check it out this wkend 
4,@JoanneRighetti so does that mean you'll now be able to get ready in less than an hour and read a map 
4,"I may do some sunbathing today, nice weather + nothing to do = sunbathing, inevitably "
4,time to search for a channel to watch F1 .. 
0,"@pinkun I am a pro on the pirates cove! Just passed Ipswich, urgh, so many bad memories "
0,Badly sore throat i hate it.  i don't feel well now 
0,God it sucks. I feel like im back a the beginning with him when we have went so far. 
0,"watching TV, but I am bored!!! "
4,@ARealGirl  I think @jamesgunn and @amberbenson are seeing it today - maybe you can join them! 
0,"@MissKnowItAll82 Tks, but my stomach is already revolting against this bad decision I made. "
0,@rikad00dle its okay. Life will go on i hope 
4,@Sapnene Thanks for ur support! I'll send you the address where you can mail your campaign donations  Make checks out to Gresham/Desai'28!
4,Had my first guitar class today !!!! I'm loving it !!! 
4,"@simonefried HAHA! Hey Simone, long time no chat. Hope your car's healthy again soon. So, THAT&quot;S what you look like "
4,"@lipserviceradio good  don't want you to end up like my cousin. Do you know your major yet? (sorry if I already asked, lol)"
4,@dogzero thanks 
4,At work on a chillin Tuesday....    So looking forward to the weekend.
0,here at leanna's with mau...i want to drink 
4,long weekend. thank god i can sleep in on monday 
0,Wondering what happened to Salman Rushdie 
4,ah nothing like sum late nite chocolate 
4,"I wanna watch &quot;Up&quot;.  and when it comes out, I wanna watch Bandslam too. And Orphan. Ha! Andami. Madami pa e. Stupid 140 characters. "
4,@ellyhart hey no problem! Glad you find it useful 
4,@idangazit I don't find this stuff amusing any more 
0,im so sad studying far away from home..  so so so sad.!!
0,"@MadamSalami i blame the trains!! its not really a millions miles away, but the train seems to do a UK detour "
4,Sipping on some vodka with club soda and lemon... 
4,@MadThatter thank you both 
4,"legs aching after massive run, chillin and revising for now, then docs later for final china vaccines "
0,@blindcripple And I want a Mac  I think you have a better chance of getting what you want before me...
4,Gngb Twitters  nighty night see ya tomorrow love ya ppl!   god bless you
4,"oh lord, I really need to shave my legs. it's been a good month, month &amp; a half ahaha "
0,@camrewop How about you just keep putting &quot;NOT OMAHA&quot; in the location bar? Thanks for making my hubby sad 
4,Watching All Nighter '09: DaveyDanceBlog #64 on CollegeHumor http://bit.ly/1MIwB  in the morning you know its gunna be alright 
4,needs a gulp of milk and some cookies! But I shall watch what I eat now  sayang naman Weights na PE ko if it won't pay off. lol
0,@sugrmama lol... I'm in the process of trying to lose 10 lbs. for my bikini shoot.   I miss bread.  
0,"Ugh, I may have just torn a ligament again. Today had been going so well "
0,Maxxed on following again.  God I can't wait until I get over that hump 
4,Wow...soon you'll be able to text 911.  Aussome. 
0,fed up waiting for iPhone 3.0.  It appears to be GMT 9pm or thereabouts before we'll have it in the UK.  That's really 17th 7/8 June!!! 
4,In Sacramento-Rancho Cordova @h3athermae 's house! 
4,Happy Easter friends and family (who go by the Eastern calender!)  
0,@JackyReynolds  And you did not come and say hi to us 
0,No black mustard seeds in Malibu Ralphs 
0,@alyxandracouch OHNO! 
4,"@knitwits1 It does help you to clean!  I love loud music anyway, cause hubby is lead guitarist in local rock band! "
4,@hethur240 then i have to like it 
4,@tommcfly but you probably would you be there 
4,@stephanosis thank you 
0,I like it when you act like a fucking retard &amp; don't txt me. 
4,"Which do you like better,  Argentine Malbec or Chilean Carmenere? DM me and let me know as future wine lists are at stake "
4,the sibs are back to school. net all day for me. 
4,@siriusblack4 Heh heh... Ain't happiness grand? 
4,"@redkatblonde I love Cufflinks, Watches, my laptop case, and my dresser valet.... those are the typical things that come to mind "
4,@AubreyODay thats crazy...i feel all semi important and shit...thanx for making my night aubrey 
0,@thebattle my £1 USB lead from the MASSIVE pound shop in Glasgow suffered massive FAIL  good luck!
4,"@Cadistra Your face tells all, darling! "
0,"going back to my beloved state of cali this weekend, and im sick as a dog... "
4,@quovadimusgirl Like the small cafeteria at Pippin haha? I haven't heard that word in awhile 
4,is going to make a nice cuppa 
4,@Sportaphile I'm glad you appreciate spelling bee humor with references to pedophilia 
0,@judynaomi Just back from VA &amp; off to Napa w/ Priscilla &amp; visitor.  Hopefully next year 
4,@desireekoh13 Your a true blue Cub fan... I ride with the other side of the town but we can still be friends though 
4,"@elfjjang HAHAHA, but my photoshop skills are still sucky ): anyways, when's your last paper? aja aja hwaiting! "
4,Good morning twitter!! 
0,i miss south dakota  but im loving home too!!
4,"Yesterday was fun at the howells. Parents are out of town  tonight were catching a secretive disco fever and tomorrow is elis wedding, ..."
4,Can't wait 4 a real bed!  haha
0,I hate when my phone breaks boo  upgrade on sunday tho yay.
0,Tired as hell ... Haven't slept for 3 nights   But I'm still going to the gym  LOL
4,"I'm off to sleep a while. Baifornow, folks. "
